; Lattice Boltzmann Momentum Propagation Log
; Simulation: 7-cell hexagonal lattice
; Format: SEQ -> CELL_ID -> EVENT_TYPE -> DETAIL
1 -> cell_alpha -> STREAM -> delta=1
2 -> cell_beta -> STREAM -> delta=1
3 -> cell_gamma -> STREAM -> delta=1
4 -> cell_delta -> STREAM -> delta=1
5 -> cell_epsilon -> STREAM -> delta=1
6 -> cell_zeta -> STREAM -> delta=1
7 -> cell_eta -> STREAM -> delta=1
8 -> cell_alpha -> DRIFT -> delta=2
9 -> cell_beta -> DRIFT -> delta=2
10 -> cell_gamma -> DRIFT -> delta=2
11 -> cell_delta -> DRIFT -> delta=2
12 -> cell_epsilon -> DRIFT -> delta=2
13 -> cell_zeta -> DRIFT -> delta=2
14 -> cell_eta -> DRIFT -> delta=2
15 -> cell_alpha -> STREAM -> delta=1
16 -> cell_alpha -> COLLISION -> neighbor_state=cell_alpha:7;cell_beta:6;cell_gamma:6;cell_delta:6;cell_epsilon:6;cell_zeta:6;cell_eta:6
17 -> cell_beta -> STREAM -> delta=1
18 -> cell_gamma -> COLLISION -> neighbor_state=cell_alpha:7;cell_beta:6;cell_gamma:6;cell_delta:6;cell_epsilon:6;cell_zeta:6;cell_eta:6
19 -> cell_delta -> STREAM -> delta=1
20 -> cell_epsilon -> STREAM -> delta=1
21 -> cell_zeta -> STREAM -> delta=1
22 -> cell_eta -> STREAM -> delta=1
23 -> cell_alpha -> STREAM -> delta=1
24 -> cell_alpha -> DRIFT -> delta=2
25 -> cell_beta -> DRIFT -> delta=2
26 -> cell_alpha -> COLLISION -> neighbor_state=cell_alpha:10;cell_beta:9;cell_gamma:7;cell_delta:7;cell_epsilon:7;cell_zeta:7;cell_eta:7
27 -> cell_gamma -> STREAM -> delta=1
28 -> cell_delta -> DRIFT -> delta=2
29 -> cell_epsilon -> DRIFT -> delta=2
30 -> cell_zeta -> DRIFT -> delta=2
31 -> cell_eta -> DRIFT -> delta=2
32 -> cell_beta -> STREAM -> delta=1
33 -> cell_beta -> COLLISION -> neighbor_state=cell_alpha:10;cell_beta:10;cell_gamma:7;cell_delta:9;cell_epsilon:7;cell_zeta:7;cell_eta:7
34 -> cell_gamma -> STREAM -> delta=1
35 -> cell_delta -> COLLISION -> neighbor_state=cell_alpha:10;cell_beta:10;cell_gamma:8;cell_delta:9;cell_epsilon:9;cell_zeta:8;cell_eta:8
36 -> cell_epsilon -> STREAM -> delta=1
37 -> cell_zeta -> STREAM -> delta=1
38 -> cell_eta -> STREAM -> delta=1
39 -> cell_alpha -> STREAM -> delta=1
40 -> cell_gamma -> DRIFT -> delta=2
41 -> cell_delta -> STREAM -> delta=1
42 -> cell_epsilon -> COLLISION -> neighbor_state=cell_alpha:11;cell_beta:10;cell_gamma:9;cell_delta:10;cell_epsilon:10;cell_zeta:9;cell_eta:9
43 -> cell_eta -> COLLISION -> neighbor_state=cell_alpha:11;cell_beta:10;cell_gamma:9;cell_delta:10;cell_epsilon:10;cell_zeta:9;cell_eta:9
44 -> cell_alpha -> STREAM -> delta=1
45 -> cell_zeta -> DRIFT -> delta=2
