; Network Intrusion Detection Capture Log
; Format: SEQ -> SENSOR_ID -> EVENT_TYPE -> DETAIL
001 -> sensor_north -> SCAN -> delta=1
002 -> sensor_south -> SCAN -> delta=1
003 -> sensor_east -> SCAN -> delta=1
004 -> sensor_west -> SCAN -> delta=1
005 -> sensor_core -> SCAN -> delta=1
006 -> sensor_edge -> SCAN -> delta=1
007 -> sensor_gate -> SCAN -> delta=1
008 -> sensor_north -> PROBE -> delta=2
009 -> sensor_south -> PROBE -> delta=2
010 -> sensor_east -> SYNC -> peer_state=sensor_north:3;sensor_south:3;sensor_east:4;sensor_west:6;sensor_core:3;sensor_edge:3;sensor_gate:3
011 -> sensor_west -> PROBE -> delta=2
012 -> sensor_core -> PROBE -> delta=2
013 -> sensor_edge -> PROBE -> delta=2
014 -> sensor_gate -> PROBE -> delta=2
015 -> sensor_north -> SCAN -> delta=1
016 -> sensor_south -> SCAN -> delta=1
017 -> sensor_east -> SCAN -> delta=1
018 -> sensor_west -> SCAN -> delta=1
019 -> sensor_north -> SYNC -> peer_state=sensor_north:5;sensor_south:7;sensor_east:3;sensor_west:3;sensor_core:3;sensor_edge:3;sensor_gate:3
020 -> sensor_core -> SCAN -> delta=1
021 -> sensor_edge -> SCAN -> delta=1
022 -> sensor_gate -> SCAN -> delta=1
023 -> sensor_south -> SYNC -> peer_state=sensor_north:8;sensor_south:4;sensor_east:3;sensor_west:3;sensor_core:3;sensor_edge:3;sensor_gate:3
024 -> sensor_north -> SCAN -> delta=1
025 -> sensor_west -> SYNC -> peer_state=sensor_north:3;sensor_south:3;sensor_east:9;sensor_west:5;sensor_core:3;sensor_edge:3;sensor_gate:3
026 -> sensor_east -> PROBE -> delta=2
027 -> sensor_core -> SYNC -> peer_state=sensor_north:3;sensor_south:3;sensor_east:3;sensor_west:3;sensor_core:5;sensor_edge:8;sensor_gate:7
028 -> sensor_edge -> SCAN -> delta=1
029 -> sensor_gate -> SCAN -> delta=1
030 -> sensor_north -> PROBE -> delta=2
031 -> sensor_south -> SCAN -> delta=1
032 -> sensor_east -> SCAN -> delta=1
033 -> sensor_west -> SCAN -> delta=1
034 -> sensor_west -> SYNC -> peer_state=sensor_north:3;sensor_south:3;sensor_east:3;sensor_west:6;sensor_core:10;sensor_edge:3;sensor_gate:10
035 -> sensor_south -> PROBE -> delta=2
036 -> sensor_north -> SYNC -> peer_state=sensor_north:6;sensor_south:9;sensor_east:9;sensor_west:9;sensor_core:3;sensor_edge:3;sensor_gate:3
037 -> sensor_edge -> SYNC -> peer_state=sensor_north:3;sensor_south:3;sensor_east:3;sensor_west:3;sensor_core:10;sensor_edge:5;sensor_gate:7
038 -> sensor_core -> SCAN -> delta=1
039 -> sensor_gate -> PROBE -> delta=2
040 -> sensor_south -> SYNC -> peer_state=sensor_north:12;sensor_south:6;sensor_east:3;sensor_west:3;sensor_core:3;sensor_edge:3;sensor_gate:3
041 -> sensor_west -> SCAN -> delta=1
042 -> sensor_east -> SYNC -> peer_state=sensor_north:3;sensor_south:3;sensor_east:6;sensor_west:10;sensor_core:3;sensor_edge:9;sensor_gate:3
043 -> sensor_north -> SCAN -> delta=1
044 -> sensor_edge -> SCAN -> delta=1
045 -> sensor_gate -> SCAN -> delta=1
046 -> sensor_south -> SCAN -> delta=1
047 -> sensor_core -> SCAN -> delta=1
048 -> sensor_west -> PROBE -> delta=2
049 -> sensor_east -> SCAN -> delta=1
050 -> sensor_north -> SCAN -> delta=1
051 -> sensor_south -> SCAN -> delta=1
052 -> sensor_edge -> SCAN -> delta=1
