1 -> cell_0_0 -> STREAM -> delta=2
2 -> cell_0_1 -> STREAM -> delta=3
3 -> cell_1_0 -> STREAM -> delta=1
4 -> cell_1_1 -> STREAM -> delta=2
5 -> cell_2_0 -> STREAM -> delta=3
6 -> cell_2_1 -> STREAM -> delta=1
7 -> cell_2_2 -> STREAM -> delta=2
8 -> cell_0_0 -> DRIFT -> delta=1
9 -> cell_0_1 -> DRIFT -> delta=2
10 -> cell_1_0 -> DRIFT -> delta=3
11 -> cell_1_1 -> DRIFT -> delta=1
12 -> cell_2_0 -> DRIFT -> delta=2
13 -> cell_2_1 -> DRIFT -> delta=3
14 -> cell_2_2 -> DRIFT -> delta=1
15 -> cell_0_0 -> STREAM -> delta=1
16 -> cell_0_1 -> STREAM -> delta=1
17 -> cell_1_0 -> STREAM -> delta=2
18 -> cell_1_1 -> STREAM -> delta=3
19 -> cell_2_0 -> STREAM -> delta=1
20 -> cell_2_1 -> STREAM -> delta=2
21 -> cell_2_2 -> STREAM -> delta=3
22 -> cell_0_0 -> COLLISION -> neighbor=cell_1_0;state=cell_0_0:5,cell_0_1:4,cell_1_0:9,cell_1_1:3,cell_2_0:3,cell_2_1:3,cell_2_2:3
23 -> cell_0_1 -> COLLISION -> neighbor=cell_1_1;state=cell_0_0:3,cell_0_1:6,cell_1_0:3,cell_1_1:9,cell_2_0:3,cell_2_1:3,cell_2_2:3
24 -> cell_1_0 -> COLLISION -> neighbor=cell_2_0;state=cell_0_0:3,cell_0_1:3,cell_1_0:7,cell_1_1:3,cell_2_0:9,cell_2_1:3,cell_2_2:3
25 -> cell_1_1 -> COLLISION -> neighbor=cell_2_1;state=cell_0_0:3,cell_0_1:3,cell_1_0:3,cell_1_1:6,cell_2_0:3,cell_2_1:9,cell_2_2:3
26 -> cell_2_0 -> COLLISION -> neighbor=cell_0_0;state=cell_0_0:7,cell_0_1:3,cell_1_0:3,cell_1_1:3,cell_2_0:6,cell_2_1:3,cell_2_2:3
27 -> cell_2_1 -> COLLISION -> neighbor=cell_0_1;state=cell_0_0:3,cell_0_1:9,cell_1_0:3,cell_1_1:3,cell_2_0:3,cell_2_1:6,cell_2_2:3
28 -> cell_2_2 -> COLLISION -> neighbor=cell_1_0;state=cell_0_0:3,cell_0_1:3,cell_1_0:9,cell_1_1:3,cell_2_0:3,cell_2_1:3,cell_2_2:6
29 -> cell_0_0 -> DRIFT -> delta=2
30 -> cell_0_1 -> DRIFT -> delta=1
31 -> cell_1_0 -> DRIFT -> delta=1
32 -> cell_1_1 -> DRIFT -> delta=2
33 -> cell_2_0 -> DRIFT -> delta=1
34 -> cell_2_1 -> DRIFT -> delta=1
35 -> cell_2_2 -> DRIFT -> delta=2
36 -> cell_0_0 -> STREAM -> delta=2
37 -> cell_1_0 -> STREAM -> delta=1
38 -> cell_2_0 -> STREAM -> delta=2
39 -> cell_2_2 -> STREAM -> delta=1
40 -> cell_0_1 -> STREAM -> delta=2
41 -> cell_1_1 -> STREAM -> delta=1
42 -> cell_2_1 -> STREAM -> delta=2
43 -> cell_0_0 -> COLLISION -> neighbor=cell_2_2;state=cell_0_0:8,cell_0_1:3,cell_1_0:3,cell_1_1:3,cell_2_0:3,cell_2_1:3,cell_2_2:9
44 -> cell_1_0 -> COLLISION -> neighbor=cell_0_1;state=cell_0_0:3,cell_0_1:9,cell_1_0:8,cell_1_1:3,cell_2_0:3,cell_2_1:3,cell_2_2:3
45 -> cell_2_0 -> COLLISION -> neighbor=cell_1_1;state=cell_0_0:3,cell_0_1:3,cell_1_0:3,cell_1_1:9,cell_2_0:7,cell_2_1:3,cell_2_2:3
46 -> cell_1_1 -> COLLISION -> neighbor=cell_2_2;state=cell_0_0:3,cell_0_1:3,cell_1_0:3,cell_1_1:7,cell_2_0:3,cell_2_1:3,cell_2_2:9
47 -> cell_2_1 -> COLLISION -> neighbor=cell_0_0;state=cell_0_0:10,cell_0_1:3,cell_1_0:3,cell_1_1:3,cell_2_0:3,cell_2_1:7,cell_2_2:3
48 -> cell_2_2 -> COLLISION -> neighbor=cell_2_0;state=cell_0_0:3,cell_0_1:3,cell_1_0:3,cell_1_1:3,cell_2_0:9,cell_2_1:3,cell_2_2:8
49 -> cell_0_1 -> COLLISION -> neighbor=cell_2_1;state=cell_0_0:3,cell_0_1:8,cell_1_0:3,cell_1_1:3,cell_2_0:3,cell_2_1:9,cell_2_2:3
50 -> cell_0_0 -> STREAM -> delta=1
51 -> cell_1_0 -> DRIFT -> delta=2
52 -> cell_2_2 -> STREAM -> delta=1
53 -> cell_0_1 -> DRIFT -> delta=1
54 -> cell_1_1 -> STREAM -> delta=2
55 -> cell_2_0 -> DRIFT -> delta=1
56 -> cell_2_1 -> STREAM -> delta=1
57 -> cell_0_0 -> DRIFT -> delta=1
58 -> cell_1_0 -> STREAM -> delta=1
59 -> cell_2_0 -> STREAM -> delta=1
60 -> cell_1_1 -> DRIFT -> delta=1
61 -> cell_0_1 -> STREAM -> delta=1
62 -> cell_2_1 -> DRIFT -> delta=2
63 -> cell_2_2 -> DRIFT -> delta=1
64 -> cell_0_0 -> COLLISION -> neighbor=cell_0_1;state=cell_0_0:11,cell_0_1:12,cell_1_0:3,cell_1_1:3,cell_2_0:3,cell_2_1:3,cell_2_2:3
65 -> cell_2_2 -> COLLISION -> neighbor=cell_1_1;state=cell_0_0:3,cell_0_1:3,cell_1_0:3,cell_1_1:12,cell_2_0:3,cell_2_1:3,cell_2_2:10
